Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
450506,B000I3RLWE,A35SGYGJJJS4JZ,Michele Harris,10,11,5,1200182400,Delicious and easy!,"I have only used one bag so far, but I put in a 2-lb salmon fillet glazed with an apple juice reduction and the results were so delicious that my family of three ate the entire fillet in one sitting.  Neither my husband, nor my daughter have ever even liked salmon before.  It was incredibly easy, the directions are very clear, and best of all:  no mess to clean up!"
546575,B000MT8G64,A15N7ZD79X4O1N,"M. Pannone ""Sweetheart""",1,1,5,1319673600,Just as good as ever!,"I love this product. Tastes just like the one I am used to from home. Some people complain its hard, well this is the hard one so I don't know what their expectations were. There is also a soft version. I purposely ordered the hard nougat one. I grew up on this and it is amazing. Just like the chunk you can buy off the huge block in New York. I will definitely be ordering over and over again. They gained a repeat customer out of me! I am so glad I found this because I am 7 months pregnant and was craving this terribly, so glad I found it. My initial order was 2 (6 bars)!"
511463,B001EO7G94,AFLLCB3F28N6A,FL-Gal,1,5,1,1293321600,Yuck - worst tasting,I was so disappointed in this product...it had a horrible aftertaste...no matter how little I used  - the taste linger in your mouth for hours...very bad taste...not recommended at all.
286941,B009PFJUF2,A2UAKIEWZLQCUE,Cindy S.,1,1,5,1350777600,Amazing color,"I have purchased several other Amaryllis from this seller, but none of them compare to the Thanksgiving Orange Amaryllis.  The color is amazing and adds so much life to my living room."
476740,B008BY7NSE,A1C67GTXSQ20XB,AmberMarie18,0,0,5,1341273600,Amazing,I am a big peanut butter lover I just hate the calories and fat that it contains. This product gives me great tasting peanut butter without the guilt. I would reccomend everyone to try it.
258605,B007QTQ95I,A2OEZIIK61GDW0,California Doug,0,0,5,1275955200,Real SMOKED Beef!,"Buffalo Bill rides again.  These ""Extra Smokeys"" have very strong smoked flavor, which I have been looking (or drooling) for quite a few years.  By far the best smoked meat snack available in the USA that I know of.  Overall flavor is excellent, though somewhat on the ""extra peppery"" side.  And a little pricey at $1 each.  And don't even think of doing this at home if you wear dentures--these sticks are quite tough.<br />I will order more within the month, excellent service form Choo Choo R Snacks, and they even give you a bonus beef jerky sample to try.<br />""Extra Smokeys"" really smoke!"
426111,B000TQEWM2,AKX0GK73F2XVE,SUNNY SYL,0,0,4,1343001600,"Mild coffee but has nice, not bitter or artificial taste",Bought this for my daughter who loved flavored coffees.  This is a good one.  Add a few drops of real vanilla extract and it is outstanding as well.  Enjoy!
245546,B000HZTBG2,A1QHC9KE3J8U6D,mary,2,2,4,1293667200,sweet,"delicious but very sweet. If you are just looking for a suttle flavor of maple this is not it. Altough the tea in itself is strong, which counters the sweetness, I would still say that it's very sweet."
14079,B0045XE32E,AGGAQLXPVGM5D,Eagle Vision,0,1,5,1299196800,Great little snack for my pampered pooch,"This is a fragrant treat that is great for an in-between meal snack for my little puffball, a 6 year old lovable Bichon Frise.  He deserves to be pampered.  He's sensitive to treats that have a harder consistency.  However, cognizant of treats like these, I hand feed him.  It gives us some time to bond.  I held the treat for him, as he licked the cracker, and bit with his molars.  No difficulty for him, at all.<br /><br />Lamb treats are usually foul in smell and they're just as worse on the way out, too.  I acquired these with a little hesitation.<br /><br />I prefer natural snacks for my dog since he truly deserves the best.  Organic treats and organic diets are what I feed him.<br /><br />Overall, it is a great reward but not ideal for training purposes given the 5 cm size.  From the other end (please do mind the pun), it did not constipate him or give him runny stool - he has a sensitive GI tract.<br /><br />My dog loves it."
875,B000HDMUQ2,AJY5Y3SHROG5C,A. Grillet,3,3,2,1215561600,The chocolate ones are much better,"I have recently stopped eating a number of allergens (dairy, soy, nuts) and these were one of the few snacks which fit into my dietary restrictions.  Unfortunately, these were pretty gross - miserable texture and more cardboard flavored than berry.  I threw them away.  I would recommend the cocoa ones as they are much tastier and also allergen free."
10564,B004FDW4HU,A3ELWF6DXOCCTM,Richard LeBeau,1,1,1,1315267200,Melted,"I ordered 18 bags of York Pieces for wedding favors, half of the bags were melted and Amazon has a no return policy on food items. I would not order food products from a online vendor again."
432046,B0052OUAOK,A3U3RIE7N6B5B8,M. Albright,45,48,1,1141344000,WARNING! Product changed without advising once-loyal customers!!,"WARNING!! Without changing the look of the packaging, Greens+ has changed the ingredients and has ruined a once-great bar (I along with other loyal customers I knew would order them by the boxload). Supposedly to ""increase production,"" they've ruined the 40:30:30 balance, adding far more calories, fat, and carbs, while decreasing protein content. Sad, as they were once the perfect energy bar... I'm still in mourning. I am sending all boxes back directly to the company. Hopefully, if enough people do so, they can be persuaded to continue manufacturing the old formula, as I'm willing to wait and stock up on the original product, but not this pale imitation..."
333901,B0032B0BD0,A2OR94VN7XQCUO,"Edward Scott ""ewscott""",4,6,3,1170806400,two small issues,"I have no idea why I ordered these... must have been pretty hungry that day and just needed something to fill the order to get my free shipping.<br /><br />But speaking of shipping, I ordered these ""MINI WHITE ROUNDS"" and an equivalent order of ""TATO SKINS"".  The ""skins"" arrived unbroken while the ""rounds"" were about half rounds and half crumbles.  I think the difference was that the ""skins"" people engineered the size of the box just right so the puffy bags held each other in place, while the ""rounds"" people just threw a dozen bags into the box and only filled it about 3/4 of the way, leaving the bags free to slop around inside.<br /><br />Secondly, just the cursory test, I opened a bag and tasted a few, sort of expecting a ""tostitos"" or ""mission"" kind of taste, but they were just a kind of bland corn tortilla taste... which is exactly what they were supposed to be, but ... well you know... expected a taste that would keep me reaching back into the bag until I was ashamed of myself... the ""Tato Skins"" certainly did!  Maybe they'll be better when I dip them in some quacamole or something."
552977,B002P5D37K,A1L3BSLRK8ZRFT,Ljane,0,0,5,1317600000,Spangler Saf-T-Pops,Thank you for the shipment of the Saf-T-Pops to replace the order that I previously had - it was a very nice and unexpected surprise.<br />This batch is much better where the wrapper doesn't stick to the candy.<br /><br />Just another reason for me to keep using your service - it's much appreciated!
212722,B00020HHAO,AFDNACPVKXXPZ,Nicole M. Rios,3,3,4,1255219200,Good Inexpensive Cleanser.,"This tea really works. Drink a big cup before bed and in the morning you will have to use the bathroom. Sometimes I have to eat just a little something before it kicks in, but it always works within 1-2 hours after waking up. It does not really taste that great, but it is okay. Definitely helps me keep my weight even.<br /><br />Personally I like Kleritea better (more gentle, tastes better) but that costs almost 4 times as much. So I stick to Alvita Senna Leaf Tea now."
457511,B001CWX7EG,A3BTEDKNVVA0ML,Toni G.,0,0,5,1171411200,Glutino Sans Gluten Free Pretzels,"My 14 year old was recently diagnosed with celiac.  It has been difficult finding snacks that she enjoys and can bring to school.  We have found these pretzels to be great, really delicious.  Even her friends prefer them to regular pretzels."
43546,B001EQ4P2I,A10Q1JRWMTOLT0,Victoria M. Thomas,3,3,5,1242604800,addictive!,These are great! I can't stop eating these! The amount of wasabi flavor was perfect for me. I am definitely going to have to try the other flavors
251275,B000JOE224,A28BFE1Y3NKGW4,Mom'o'two'boys,0,0,1,1350086400,Gave my cat horrible diarrhea!,"Although this product accomplished the mission of getting my cat to take his pill, the side effect of the horrible diarrhea he got from these was definitely not worth it. He does have a sensitive tummy, so if your cat does as well, I'd skip these or you might end up with problem bigger than trying to get your cat to take a pill."
240528,B001EO5T52,A1XCQ33UR5R04F,kraushaus,2,2,5,1297987200,excellent sugar substitute,"Xylitol looks and acts so much more like real sugar than other<br />alternative sweeteners. It doesn't have an aftertaste, it dissolves<br />completely, and it measures like sugar. I also like the fact<br />that a sweetener can be good for your dental health. I chose Emerald<br />Forest because it is made in America (not China) and it is<br />natural. I will definitely continue to buy this product."
401662,B000EUD6AM,A33QNTGCD2YUWE,Christophocles,24,24,5,1214352000,Lives up to its name,"My grandpa used to tell stories about eating this stuff in his Army days.  They called it ""hardtack"" or just simply ""tack"".  It also seems to be a Swedish staple food.  I grew up in Texas so it is kind of hard to find around here, especially the hearty rye kind.  One time I went to purchase a few packages of it at the local ""gourmet food and liquor"" store and the cashier warned me someone had returned it because it was ""stale"".  I told her that they must have been clueless, cause that's how its SUPPOSED to taste.  The stopped carrying it soon after.  I'll just have to start special-ordering it.  It's cheaper here, anyway..<br /><br />I've tried many other Wasa crispbreads and I always come back to this one.  Nothing compares to the hearty rye.  It has a very thick, satisfying crunch and a nice, bland rye flavor.  I eat it with anything and everything, or even by itself.  It's great if you spread butter on it and eat it with soup.  Other examples: tuna fish, cheese, lunchmeat, peanut butter, ice cream, salsa verde, chocolate pudding, Wolf chili, banana slices, SPAM, etc.  Be creative.<br /><br />It NEVER GOES STALE, so don't worry too much about sealing up the package.  I believe that's a design principle in all hardtacks (see wikipedia).  In my opinion, it only gets better with age.  In reality, there is negligible difference between the freshly opened package and the months-old package.  Same crunch, same flavor.  It's like bread, but without the possibility of mold.  Oh, it's also healthy and stuff.  Lots of fiber.<br /><br />I highly recommend the hearty rye.  Buy a few cases now to prepare for Y2012 :)"
321503,B002GWHDT6,ABJTNQEX6ZUY5,Mrs. Pauline Dow,1,1,5,1299024000,Great coffee!,"Very smooth, never bitter. Wonderful for me because this is a low acid coffee and if you have problems with heartburn this coffee is a good choice."
163041,B002HFU7HC,A2MU3FLFSWW4TD,Randall J. Skates,0,0,4,1345939200,Great product...,"I really like this tea, but the bags are packed too tightly. The hot water doesn't get into the tea leaves in the teabag. I haven't tried yet but it will probably make a great sun tea. It's a great price for white tea and I have a subscribe and save delivery scheduled. Prince of Peace White Tea is the best."
373598,B0027E0XGS,A22WTWH1EOT40V,Southern girl,0,0,5,1334793600,mint juleps made easy,"My brother got me hooked on mint juleps last summer.  When it is miserably hot they are so refreshing.  I use one part mint syrup to two parts Maker's Mark.  This mint syrup makes it so easy.  My only complaint is the caps on the bottles are pretty flimsy and were broken and leaking when they arrived.  However, they replaced them right away without any problems."
410354,B000LKVDLO,A1F525FDURAPNK,"Dixie D. Shires ""Dixie Dee""",0,0,4,1301356800,gluten free oreos,"These are very good.  Are they exactly like oreos? No but they have a very good taste.  My problem was keeping my teenage sons out of them, they are not gluten intolerant, so my husband could have them, who is allergic to gluten."
122441,B000LRKLTW,A56JRWKE2AT5B,"K. K. Perrelet ""movie fanatic""",0,0,5,1261958400,Contessa cookies,"Killer Cookies...I buy them every year, my favorite! Don't hesitate to try these, I can eat a whole box myself!"
352232,B001ELL3LE,A3TSEW1ANGIOZN,"Amiee Baker ""Amiee""",2,3,3,1334188800,very weak,I thought I was getting a bargain because this is less expensive then R.W. knudsen brand - but isnt near as strong I add 4 oz of RW to 32 oz water and it still has a bite to it- this takes 2 times as much and still doesnt have the same effect- I had signed up for auto deliver  after trying it had to cancel.
134014,B000H121DQ,A3639Z6O5JBLIZ,Brucer,0,0,5,1304467200,Not my rating - it's up to the dog,"Our shih-tzu loves these but then he loves pretty much anything that's edible. These are actually good for them and smell good enough for people to eat, although I leave the tasting to the dog."
248011,B004T3QMD8,A23E9ZPS2RQZS0,"S. Robbins ""talking to a tortoise""",0,0,5,1321920000,You know it's Fall when Pumpkin Spice latte appears,"I cheer every year, even if it is still 102 degrees and I see that Starbucks is offering pumpkin spice latte.  The only thing I don't cheer about is the price for this addictive habit.  Now, I can make a pumpkin spice latte that ALMOST tastes like the ones a barrista makes and I don't have to leave a tip!  This flavored coffee has very good  flavors, especially of nutmeg but cinnamon and cloves are in there too.  Like all these coffees, using really hot water and stirring for at least a minute, makes a better cup and prevents the bottom of the cup residue.  This is a light coffee, not a strong robust one so don't think it is going to wake you up in the morning if you did something the night before you shouldn't have!  But it is very nice mid-day or evening treat and won't keep you awake unless you are sensitive to small amounts of caffeine.  You don't really want to serve it with dessert because it is too much like dessert itself but some vanilla flavored cookies go nicely with it."
351688,B002BFXYNC,ANUN3GRIFMIS9,Jennifer Bussey,3,3,4,1302480000,great for school lunches,I send this for my son's lunch.  He is on the gfcfsf diet for autism and he enjoys this as a milk sub.  Amazon's subscribe and save makes it affordable.
251176,B000JOE224,A24YQCSTDOXRSZ,"S. Carter ""fester""",0,0,5,1256256000,These things miraculous!,"This relatively simple innovation has absolutely saved the tender relationship I have with my cat.  As she was recently diagnosed asthmatic, I am now forced to administer up to 2 prednisone pills to my incredibly finicky, active and resistant 7yo Bombay mix.  Before I found these I was struggling with the ""pill popper""; even when that gadget successfully hit the target, I was forced to watch her foam vehemently at the mouth when the easily-dissolved and extremely bitter pill it launched hit any part of her tongue or back of her mouth, forcing her to choke - not to mention battling the scratches from the pour soul who thought her mom was poisoning her with this awful medicine.  Amazingly she liked both flavors of these pockets, and now gobbles them down - pills safely tucked inside - without so much as a shake of her head.  I'm forever grateful to Greenies for coming up with this great product - they have saved me years more of struggles with a cat forced to take daily pills!"
372001,B000SATIFA,AW3QYMTY9QG5O,"crgator ""rc""",7,7,5,1265760000,Excellent deal; very good tea,"I'm not a connoisseur of fine teas.  But, I do enjoy my tea, and gunpowder green has been a favorite of mine.  A big problem, though, is trying to find it.  There is a tea store near by that is very expensive.  If you buy 2 oz or more, it's $4.00 an oz.  Too expensive.  I finally found a couple of health food stores where it ranges in price from about 70 to 85 cents an oz, but it is such a hassle to drive there; and too many times they're out.  I've found it on-line, but the shipping costs haven't made it such a good deal.<br /><br />Well, with the ""subscription"" purchase, this is a great deal.  It's cheaper than anywhere I've found it, at $10.20 a pound or less than 64 cents an oz.  And I love that 48 hrs after placing the order, the post office delivered it to my house.<br /><br />So, the big test, then, is how is the tea?  Well, like I said, I'm not a connoisseur, but I do enjoy Davidson's Gunpowder Green.  It's as good as any that I've bought.  Since the stores where I have been buying it are anywhere from 10 to 25 miles away, and not even near anywhere I normally go, I can say that I have found my new source for tea.  I would recommend it if you're looking for a great deal on a very good tea."
554578,B001B0W0R4,AYWA4X1CLQXUC,CLE,2,4,3,1287446400,Product is okay,The product I received was in good condition but wasn't what I thought I was getting. Whenit said small can lid I thought it was for the smallest cat food cans. This is for what I would call regular size cat food cans. I won't be able to use it but it is not worth my money to send it back so I will give it to someone else or donate it.
545379,B0014WYY1E,A2EHT26F31PIEZ,Kinsey Millhone,0,0,4,1210809600,Not your ordinary soft drink,"I have two complaints about most sodas: 1) too fizzy, and 2) too sweet. This sparkling apple juice is neither -- it's got a natural, delicious taste, with just the right amount of bubbles. So far I have only tried the apple juice, but based on this one, I am definitely planning to sample the others. I served it at a party and it proved to be a great alternative to beer or wine for those who didn't want to drink alcohol. My only complaint is that the can is kind of narrow and awkward -- I wish it came in bottles instead. I think the idea is to make it look more like an energy drink (it is fortified with some vitamins, but this is NOT an energy drink), but I find the bottles that other specialty sodas, like GuS or Jones, use to be easier to handle."
366169,B001D9JC0G,A21DU12R94VZP5,"Andrew W. Newsom ""anewsom""",0,0,2,1235088000,Another bad reaction. Why risk it?,"We adopted Penelope, a 6 mo. old min pin hound mix, a couple weeks ago. We decided to switch her from Purina Pro Plan w/ Shredded Chicken to a premium food. After reading many conflicting reviews on this site and elsewhere, we decided to try Canidae. My sister feeds Canidae with great results and, at our local pet store, it is the cheapest of the premium foods by a narrow margin.<br /><br />We mixed only a little Canidae into Penny's kibble. My guess is about 6-8 pieces or 1/12 of her total breakfast/dinner. We watched her very closely. Within a day, we noticed some changes. First of all, she lost a little focus in training, seeming a bit more confused than usual. No biggie. She also sneezed a few times (she has never sneezed before). More importantly, though, we noticed that she started to nibble and chew on her feet. This continued sporadically for another day and half. It wasn't constant or serious. She didn't seem agitated and she didn't bite her feet to the point of redness or bleeding. Still, it was VERY clear that this was caused by the change in diet (nothing else in her routine changed) and this was only with 12-16 pieces of Canidae per day. Having read the reviews of Canidae's new formula, we had known that this might happen. We made the decision to switch right away.<br /><br />After a lot of research, we decided to try Solid Gold Hund-N-Flocken for Puppies. We mixed in the Solid Gold at the same proportions as the Canidae. The nibbling stopped immediately. No sneezing, either. Her focus seems to have improved as well, though I can't completely credit that to the food because puppies have on and off days. Still, it is clear that the more serious allergy problems have been resolved.<br /><br />If you've done any research on dog foods at all, you already know that finding the right food requires you to go beyond the ingredient list. Some foods just don't work with some dogs, however good they look on paper. Indeed, I am convinced after many hours of reading reviews that NO food works for ALL dogs. That said, it is clear that many, many more people have had problems with the new Canidae formula than they have with other premium or super-premium brands. Who knows why (Canidae claims the new formula has no changes that could account for allergies), and who cares? Feel free to try Canidae for your dog, but watch him or her very closely. Or, better yet, do what I wish I did, and just start with a different brand. There is nothing special about the Canidae ingredients list, so why risk it?"
391566,B000LZJPRS,A83MZOOUR0LPX,"K. Bourgeois ""What Could You Possibly Be Thin...",0,0,5,1231632000,I love these!,I am a very picky eater who has had very successful gastric bypass surgery and weight loss and I'm very careful about what I eat.  It has to taste great and be nutritious.  Now that I'm in maintenance I can have complex carbs that have a healthy high protein/low carb ratio and healthy fats.  I keep a bag in my car so if I go to a Mexican restaurant I can have a little bit of salsa and chips.
431133,B001M050CA,A3LOWFPNP6SHOQ,"JJ ""JJ""",4,4,5,1235952000,Low Cal. Best price ounce per $,Yummy! Stores do not sale cans of this product- (just single serve pouches). You get far more product for your $ buying the can.  LOVE this product and only 25 cal.! (tip: I like to add a little zero cal.  sweetener) Drink up baby!!!
504518,B007I7YZJK,A3TP31S61PPE3G,AlexJouJou,0,1,3,1334793600,"Great taste, very sweet, but hard to dissolve","This has a very nice taste. Fruity but with the tea behind it. Though it tastes a bit more like fruit flavored with tea then the reverse. I quite liked it. I drink a lot of these types of beverages so have tasted quite a few of them. I did find it hard to dissolve in cold water. If you have ice in it then it is even harder to dissolve so I recommend water first, add packet, dissolve, then add ice. I found that I only needed half the packet to get the flavor and taste I liked. This is unlike some other drinks where the whole packet in a bottle or container of water is required. It is very sweet and fairly strong. I did not find any bad or bitter taste as can sometimes happen with decaffienated beverages. If it dissolved better it would have had a higher rating. I don't like getting chunks of the powder through my straw as its a bit shocking!"
250811,B002HFWNKG,A2XP20GKCC9YGC,"SF Steve C ""SF, CA Bay Area guy""",0,0,4,1261958400,Beats Swiss Miss by a Mile!,I've tried most commercial brands and find I like this the best. It is great for making a mocha.
255812,B0026KJPYE,AP5U1MD3N19GG,"JL ""seattlemom""",1,1,5,1264377600,These Are Awesome!,"We recently gave these a try after seeing them displayed at Starbucks.  I thought it would be handy to toss in the diaper bag for a just-in-case snack.  We pulled one out during a long day out with our 14 month old, and she sucked it down!  She even figured out rather quickly how to squeeze the bag and feed it to herself (with a little help when she reaches the end, of course), so we have ordered them by the case and will keep a few in the bag at all times!  A real lifesaver for those times we are stuck out without quick access to healthy snacks (these are entirely fruit - nothing else).  Great find, and slightly cheaper through Amazon."
381638,B0041QF02W,A2BAVWMHL130WY,Bruce L. Ishimatsu,0,0,5,1318723200,King of the Sumatra Coffees,"Weaver's is not the first Sumatra coffee but it surely is the best out there.  You have to try it to believe it.  Better yet, do what I did --  I gave several bags of the whole bean Sumatra organic to an important client as a corporate gift and, for the first time after receiving a food product, the client raved about how great tasting Weaver's was and then ordered it for their office full time.  They realized that great tasting coffee need not be the exception but can and should be the norm.  The Weaver Sumatra Organic Whole Bean is my favorite of the Weaver line of excellent coffees and teas.  Try it and see for yourself!"
10570,B000PSNJXC,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,5,1190764800,"Romantic, Natural, Unique Tea Experience","*****<br />White Rose Velvet Garden White Tea is an exciting and unusual premium Numi tea. It is a white tea, more rare than other types of teas and less processed as well, having been only plucked and dried (not oxidized). Some people find white tea a subtler and more enjoyable type of tea experience (I know I do). White Rose Velvet Garden White Tea is certified organic, and is both fair trade and kosher.<br /><br />It is made from hand-wrapped white tea leaves and rosebuds! Rosebuds---can you imagine?!?! Those are the only two ingredients, and they are delicate and delicious, different from anything else I've ever tried. This Amazon page erroneously lists some other ingredients but these are absolutely NOT in this tea---it is made from only white tea and roses.<br /><br />This tea, like all Numi teas, is packaged with 100% post-consumer waste, and the tea bags are made from biodegradable filter paper. Numi does not believe in the practice of adding oils or flavorings to bolster flavors, and I love this and can tell the difference; for this and many other reasons, Numi is one of my favorite tea manufacturers.<br /><br />On the box, Numi writes: ""Roses have been a symbol of love and beauty since the dawn of romance. Numi's enchanting Velvet Garden(tm) releases a provocative sweet rosy taste as it blushes a soft pink. With every sip this liaison of organic rose petals and delicate Spring White tea imparts a silken smoothness. White Tea is the tender bud of the tea plant making it exquisitely subtle and supremely healthy. High in antioxidants and vitamin C, this uplifting Fair Trade Certified white tea blend will be the beginning of a long lasting love affair."" I have to agree. This is truly an amazing tea.<br /><br />If you like Numi teas, get it---you won't be sorry. If you are new to Numi but love white tea, or are curious to try it from the description, I do not think you could find a better source than Numi. If you are looking for a romantic tea, White Rose Velvet Garden White Tea fits the bill perfectly.<br /><br />Highly recommended.<br />*****"
170243,B004V6A9SC,A1DH51KYZFMO5D,KBChicago,4,4,1,1325116800,I would give this '0' stars if possible- DO NOT BUY!!!,"I am on a mini mission to tell people how horrid this Newman's con Queso tastes- we just threw it out.  Don't buy it.  I'm not sure what it's made if, but it ain't cheese folks.  How could a guy that I've always respected put his name on something so awful with proceeds going to charity?  Hello- you have little proceeds with products like this!  I am hoping that this product is an aberration and not the norm.<br />We did not buy this on amazon (where I frequently shop), but here's a forum where people who care can ensure others of their experiences- just sayin'."
58125,B0006G5QC0,A2ID035GY4X4XX,Mrs. McCarthy,0,0,5,1340064000,Great value!,"I was looking for a better quality food for my dog and I did a little research and tried this one. She actually eats the food when I put it in her dish rather than staring at it all day until the cat tries to eat it, then she would only eat it so the cat wouldn't. This food she really seems to like and it hasn't affected her digestion any that I have noticed. I would buy it again. Great price too!"
357892,B001GCTTRQ,ASSKNUG7SHUA1,D. Walsh,3,4,3,1305072000,Sage Tea - helping with hot flashes,"When I bought the first box I had a cup of tea every night and thought the hot flashes subsided a bit, so I bought another box.  The second box, not so much.  I am not sure if the tea builds up in your system and stops working or if it is just me.  The tea does not have a bad taste, doable for its purpose.  Sage tea has been recommended by many as a means of cutting down hot flashes, vs taking meds that can be linked to cancer.  Give it try, it might work for you."
563396,B007JFMH8M,A2ZGAYM73QA32R,Mindy.shay,0,0,5,1341964800,Yummy cookie,"This cookie is so soft and taste amazing! I was so surprised with how moist and chewy it was, better than home made, believe it or not. My whole family were begging for more, highly recommend trying this!"
315094,B000OH57ZW,AT0J9IP8XD95F,Fred,1,1,5,1325376000,Consistently in the top ten recommended canned dog foods,"Had my big noble boy dog, who had been with me for ten years, die of Cancer recently. He was a animal shelter rescue (As all my pets have been, and are.), and a great creature who never wanted to ever show weakness. By the time he did show weakness, the Cancer was far too advanced to operate on or save him and he died within a month.<br /><br />That set me to feeding my two dogs (His mate who is still with me, and her new mate) ONLY quality dog food. It costs more; but after seeing what was in the average store dog food on internet posts, and confirmed on dog food cans labels, that convinced me to try something better.<br /><br />I researched the net for the top ten dog foods, and this brand kept coming up in the lists consistently; including Veterinary sites. Made only with grain free quality ingredients,and other healthy additions for good digestion, my two dogs eat it enthusiastically, and I highly recommend it.<br /><br />Both dogs are fed Wellness brand ""Beef Stew"" and Wellness brand ""Lamb and Beef Stew"", alternating for variety in their diets; they love both equally, and both canned foods are equally healthy."
475318,B000FK7PYY,AJFWYCGWY36LB,GF/CF Mom of 3,2,2,5,1217462400,Thank Goodness!!!,"This pasta is so good.  I have served it several times to non-GF guests and no one can tell that it's gluten free.  Do keep in mind though that it is only 12 oz (the non-organic comes in a 16 oz bag).  For my family of four (2 being small children), one bag is barely enough to feed us all."
8275,B000VK6NDC,A18F6YFO5E5EYF,"Barbara ""Barbie""",4,5,1,1299542400,Cat Loved it.. BUT....Their hair started to fall out.,Used for less then 2 months both cats fur began falling out bad.<br />Stopped using it & the cats fur is back to fine.<br />Back to feeding my cats Nature's Variety instinct.<br />I baught this PetGaurd product at Fairway Market not Amazon.<br />Will not use it again.
486749,B002RBTXL2,A3DPA9ARQYFJYR,Caffreys7,1,1,5,1300579200,Favorite chocolate,"I keep trying different types of chocolate and just keep coming back to this one.  It's a pity that you have to buy 12 of them here, because everyone should try it at least once."
408375,B00099XNZ6,APDMTWPCRE98U,Susan-4-2nds,1,1,1,1339286400,April 6 2011 was only $18.75.Now is $39.95 for 4 pack!,"I LOVED this product...tasted wonderful. Much better than any other, and only 25 cal. serving. I used in my coffee every morning. But when I went to reorder today, the price for a 4 pak of 7.3oz cannisters is now $39.95 instead of $18.75 when I ordered from Amazon April 6 2011. I'm sorry to lose this treat, but the price rise is a deal killer."
479003,B001E5E074,A3F3RTJ4F9I8ES,"Nancy Ellen Nolan ""Huggups""",0,5,2,1295395200,KASHI GO LEAN JUST NOT CUTTING IT!,"I love granola cereal and since I'm watching my weight, I decided to try the Kashi GO LEAN Crunch. Well, needless to say, it is not satisying my granola cereal craving at all. It is totally lacking in flavor and texture. I guess some things you just can't mess with and one of them is granola. IMO, LIGHT granola is just that, ""light""-weight. I'm going back to the Quaker Oats 100% Natural Granola Cereal, which by the way, does include raisins and almonds so I don't have to add my own."
74263,B00305L394,AN24HOMYFW11B,Photo Bug Traveler,0,0,3,1328918400,Not For Every Dog!,We had heard so much about these and were excited to get some for our Great Dane.  He had no interest at all and went back to his rawhide bone. A friend's black lab was thrilled to get them so I gave them 3-Stars.  You might only buy one until you know that they are your Fido's bone of choice!
481966,B003VIWN1C,A35TIC6B8MVKWG,Shopper,1,1,5,1329091200,Excellent dog food.,One of my dogs is an extremely picky eater so when I find a food he will eat without a problem I can safely recommend it to everyone.
332187,B001FPUWPW,A7HWGOY6M5V1N,Chrismus,1,2,4,1320364800,"Delicious, but strange","These are quite different from the C Howard's violet mints I've eaten before, in many ways.  The taste was subtler and sweeter, and the candy itself was letter made, as to be expected from a product like this.  For those of you that don't know how these are made, they are Anise seeds(delicious seeds, somewhat similar to fennel) rolled in sugar and violet extract to create a pearl-like ball of sugar with anise flavor at its center.  Takes some getting used to, having an actual seed in the middle of a candy.  The main complaint I have with these is the aftertaste - the C Howards violet mints may have tasted slightly soapy and perfumey, but they leave you with a wonderful aftertaste that sweetens the breath for a while after.  These left me with the slightly unpleasant feeling that I had just eaten a flower, stem and all.  Still, they have a delicious, very purple taste.  Also, shipping was excellent, they came 2 days before the stated arrival time and were packaged well.  The tin they come in is also quite nice."
384613,B008CTBK7S,A1ECU9AC5YMKVD,"Natasha M. Duncan ""DaysonsMom""",3,3,5,1317686400,Great tasting product with half the fat.,I use this product in my whey protein drink. It has great taste and only a fraction of the fat. There are 220 calories in 2 TB of regular PB and only 45 in this version. I took the product with me camping. It mixed well with water for a great sandwich.
77315,B000VK339Y,A261IPFGLTU90L,"Jeff Baird ""JB""",5,9,1,1283644800,DON'T BUY THIS FOR ITS GRAIN FREE ATTRIBUTES.,"OK, for those that think they may be buying a grain free product, DON'T BUY THIS.  My yellow lab is bad with any grains and causes her to have asthma attacks (really, really bad attacks).  Tried this first time last night and she woke up coughing and wheezing.  WTF I thought and sure enough, it has oat bran in it.  My stupid dumb ***, I trust Newman's to have a product accurately reflecting the products on the label.  Brown rice and chicken aren't oats.  I guess my lesson learned is trust no one and read all the labels (actually did before i bought, must have missed it though). I didn't miss it,but Amazon has proven they are wonderful when it comes to taking care of their customers if they feel there was an error or communication problem.  I will continue to use Amazon for most of my shopping, given the incredible value of unlimited 2 day shipping for $75/year"
330600,B000X1GFN2,A31LRHFKDGYWPF,Blake Blake,1,1,5,1224460800,Best K-Cups,I recently got a Keurig machine.  These are definately my favorite k-cups.  Some of the other brands I've tried have been too harsh / bitter for my taste.  Caribou is very smooth.
218045,B0043OYZ8W,A44VFYAJPDTW1,Clinton J. Poling,2,2,1,1342051200,Worst food ever,"As a vet tech with tens years experience it is my opinion that this is the worst dog food on the market. Yes, of course dogs love it, just like people love greasy, terrible-for-us fast food. In general, people should choose foods that contain only a few ingredients, and as little soy as possible, especially if your pet has any GI problems or any sort of allergies (which mostly manifest as red, itchy, gunky ears), and if so, corn, wheat, and even chicken may be a problem as well. Getting your pet on a better diet will make them happier and healthier and will reduce vet bills."
